gsc_reason,url,gsc_last_crawled,page_type,current_outcome,http_status,redirect_location,self_canonical,sitemap_segment,sitemap_last_modified,indexable,initial_html_useful,initial_html_evidence,visible_inbound_count,visible_inbound_depth,visible_inbound_sources,publication_or_update_evidence,pub_tier,verification_age,price_complete,happy_hour_complete,description_available,legitimacy,suburb_total_pubs,suburb_legitimate_pubs,suburb_indexable_pubs,suburb_current_price_count,suburb_current_price_coverage
Discovered — currently not indexed,https://perthpintprices.com/belmont/argyle-social,N/A (GSC export encoded unavailable as 1970-01-01),pub,current eligible; report cohort may lag current state,200,,yes,pubs,2026-06-02T05:21:58.109Z,yes,limited,h1=yes; item_list=0; initial_html_path_links=17; methodology=no,6,0 (no rendered path from homepage),/belmont; /belmont/aussie-ribs-ascot; /belmont/brewcha-libre-brewing-co; /belmont/firehouse-restaurant; /belmont/round-the-corner-bar-and-grill; /belmont/the-riverdeck-restaurant-and-bar,n/a,A,48d,yes,no,no,legitimate,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/cheapest-pints,N/A (GSC export encoded unavailable as 1970-01-01),content,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T03:00:19.000Z,yes,yes,h1=yes; item_list=24; initial_html_path_links=40; methodology=no,1014,0 (no rendered path from homepage),/alkimos; /alkimos/oceans-27; /applecross; /applecross/clancys-fish-pub-canning-bridge; /applecross/raffles-hotel; /applecross/stonewater-indian-restaurant; /applecross/the-heart-applecross; /applecross/tucci; /ardross; /ardross/bad-apples-bar; /ardross/the-quarter-acre-hotel; /armadale; … 1002 more measured sources,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/happy-hour/friday,N/A (GSC export encoded unavailable as 1970-01-01),happy-hour-day,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T00:35:16.827Z,yes,yes,h1=yes; item_list=38; initial_html_path_links=51; methodology=no,8,0 (no rendered path from homepage),/cheapest-pints; /happy-hour; /happy-hour/monday; /happy-hour/saturday; /happy-hour/sunday; /happy-hour/thursday; /happy-hour/tuesday; /happy-hour/wednesday,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/happy-hour/monday,N/A (GSC export encoded unavailable as 1970-01-01),happy-hour-day,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T00:35:16.827Z,yes,yes,h1=yes; item_list=31; initial_html_path_links=51; methodology=no,7,0 (no rendered path from homepage),/happy-hour; /happy-hour/friday; /happy-hour/saturday; /happy-hour/sunday; /happy-hour/thursday; /happy-hour/tuesday; /happy-hour/wednesday,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/happy-hour/saturday,N/A (GSC export encoded unavailable as 1970-01-01),happy-hour-day,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T00:35:16.827Z,yes,yes,h1=yes; item_list=14; initial_html_path_links=51; methodology=no,7,0 (no rendered path from homepage),/happy-hour; /happy-hour/friday; /happy-hour/monday; /happy-hour/sunday; /happy-hour/thursday; /happy-hour/tuesday; /happy-hour/wednesday,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/happy-hour/sunday,N/A (GSC export encoded unavailable as 1970-01-01),happy-hour-day,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T00:35:16.827Z,yes,yes,h1=yes; item_list=14; initial_html_path_links=51; methodology=no,7,0 (no rendered path from homepage),/happy-hour; /happy-hour/friday; /happy-hour/monday; /happy-hour/saturday; /happy-hour/thursday; /happy-hour/tuesday; /happy-hour/wednesday,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/happy-hour/thursday,N/A (GSC export encoded unavailable as 1970-01-01),happy-hour-day,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T00:35:16.827Z,yes,yes,h1=yes; item_list=42; initial_html_path_links=51; methodology=no,7,0 (no rendered path from homepage),/happy-hour; /happy-hour/friday; /happy-hour/monday; /happy-hour/saturday; /happy-hour/sunday; /happy-hour/tuesday; /happy-hour/wednesday,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/happy-hour/tuesday,N/A (GSC export encoded unavailable as 1970-01-01),happy-hour-day,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T00:35:16.827Z,yes,yes,h1=yes; item_list=39; initial_html_path_links=51; methodology=no,7,0 (no rendered path from homepage),/happy-hour; /happy-hour/friday; /happy-hour/monday; /happy-hour/saturday; /happy-hour/sunday; /happy-hour/thursday; /happy-hour/wednesday,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/happy-hour/wednesday,N/A (GSC export encoded unavailable as 1970-01-01),happy-hour-day,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T00:35:16.827Z,yes,yes,h1=yes; item_list=42; initial_html_path_links=51; methodology=no,7,0 (no rendered path from homepage),/happy-hour; /happy-hour/friday; /happy-hour/monday; /happy-hour/saturday; /happy-hour/sunday; /happy-hour/thursday; /happy-hour/tuesday,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/how-much-is-a-pint-in-perth,N/A (GSC export encoded unavailable as 1970-01-01),content,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T03:00:19.000Z,yes,yes,h1=yes; item_list=8; initial_html_path_links=24; methodology=no,1014,0 (no rendered path from homepage),/alkimos; /alkimos/oceans-27; /applecross; /applecross/clancys-fish-pub-canning-bridge; /applecross/raffles-hotel; /applecross/stonewater-indian-restaurant; /applecross/the-heart-applecross; /applecross/tucci; /ardross; /ardross/bad-apples-bar; /ardross/the-quarter-acre-hotel; /armadale; … 1002 more measured sources,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/pubs-near-elizabeth-quay,N/A (GSC export encoded unavailable as 1970-01-01),transport-hub,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T00:35:16.827Z,yes,yes,h1=yes; item_list=24; initial_html_path_links=39; methodology=no,3,0 (no rendered path from homepage),/pubs-near-optus-stadium; /pubs-near-perth-station; /pubs-near-rac-arena,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/pubs-near-optus-stadium,N/A (GSC export encoded unavailable as 1970-01-01),transport-hub,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T00:35:16.827Z,yes,yes,h1=yes; item_list=24; initial_html_path_links=39; methodology=no,3,0 (no rendered path from homepage),/pubs-near-elizabeth-quay; /pubs-near-perth-station; /pubs-near-rac-arena,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/pubs-near-perth-station,N/A (GSC export encoded unavailable as 1970-01-01),transport-hub,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T00:35:16.827Z,yes,yes,h1=yes; item_list=24; initial_html_path_links=39; methodology=no,1014,0 (no rendered path from homepage),/alkimos; /alkimos/oceans-27; /applecross; /applecross/clancys-fish-pub-canning-bridge; /applecross/raffles-hotel; /applecross/stonewater-indian-restaurant; /applecross/the-heart-applecross; /applecross/tucci; /ardross; /ardross/bad-apples-bar; /ardross/the-quarter-acre-hotel; /armadale; … 1002 more measured sources,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/pubs-near-rac-arena,N/A (GSC export encoded unavailable as 1970-01-01),transport-hub,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T00:35:16.827Z,yes,yes,h1=yes; item_list=24; initial_html_path_links=39; methodology=no,3,0 (no rendered path from homepage),/pubs-near-elizabeth-quay; /pubs-near-optus-stadium; /pubs-near-perth-station,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Discovered — currently not indexed,https://perthpintprices.com/student-pints-perth,N/A (GSC export encoded unavailable as 1970-01-01),content,current eligible; report cohort may lag current state,200,,yes,content,2026-06-12T03:00:19.000Z,yes,yes,h1=yes; item_list=24; initial_html_path_links=39; methodology=no,1014,0 (no rendered path from homepage),/alkimos; /alkimos/oceans-27; /applecross; /applecross/clancys-fish-pub-canning-bridge; /applecross/raffles-hotel; /applecross/stonewater-indian-restaurant; /applecross/the-heart-applecross; /applecross/tucci; /ardross; /ardross/bad-apples-bar; /ardross/the-quarter-acre-hotel; /armadale; … 1002 more measured sources,template/editorial date: see sitemap-content.xml,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
